TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
5;true;false;1;0;
7;false;true;0;0;REQ001
9;true;false;0;0;
11;true;false;0;0;
14;true;true;0;0;
16;true;false;0;0;
18;true;false;0;0;
21;true;false;0;0;
23;false;true;0;0;
26;false;false;0;0;
28;false;true;0;0;
30;false;true;0;0;
33;false;false;0;0;
36;false;false;0;0;
38;true;false;2;0;REQ003
40;false;true;2;0;
43;false;true;2;0;
45;true;true;2;0;
48;false;false;2;0;
51;false;false;2;0;
54;false;true;2;0;
56;true;true;2;0;
58;false;true;2;0;
61;true;false;2;0;
63;false;false;2;0;
65;false;true;2;0;
68;true;true;1;0;REQ005
71;true;false;1;0;
73;true;true;0;0;REQ001
76;true;false;0;0;
78;true;false;0;0;
