TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;true;true;false;false;3;
60;false;false;true;false;2;REQ003
77;false;true;false;false;5;REQ007
126;true;false;true;true;4;REQ005
139;true;true;true;true;4;REQ006
173;false;true;true;true;5;REQ007
202;true;false;true;false;4;REQ005
226;true;false;true;true;4;REQ005
254;false;true;true;false;5;REQ007
289;false;false;true;true;0;REQ001
323;true;true;true;false;0;
334;false;false;false;true;1;REQ002
345;false;true;true;true;5;REQ007
382;false;true;false;false;5;REQ007
397;false;false;true;true;0;REQ001
422;true;false;false;false;4;REQ005
454;true;false;false;false;4;REQ005
496;true;true;true;false;4;REQ006
539;true;false;false;true;4;REQ005
585;false;false;false;true;1;REQ002
607;true;false;false;true;4;REQ005
637;true;false;false;false;4;REQ005
668;true;false;true;false;4;REQ005
688;true;false;false;false;4;REQ005
718;true;false;true;true;4;REQ005
