TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
43;true;0;true;on ;low ;false;
79;false;0;false;on ;low ;false;
96;true;0;true;on ;low ;false;
135;true;0;true;on ;low ;false;
185;true;11;false;off ;high ;false;REQ001REQ002REQ011
197;false;0;true;on ;low ;false;REQ004REQ003REQ010
207;false;7;true;on ;low ;false;
225;false;3;true;on ;low ;false;
275;false;7;true;on ;low ;false;
302;false;11;true;off ;high ;false;REQ001REQ002REQ011
318;true;0;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
349;false;6;true;on ;low ;false;REQ006REQ010
387;true;2;false;off ;low ;true;REQ005REQ009
436;true;7;false;off ;low ;true;
456;true;0;true;on ;low ;false;REQ006REQ010
504;false;10;true;off ;high ;false;REQ001REQ011REQ002
513;true;10;true;off ;high ;false;
527;true;1;true;on ;low ;false;REQ004REQ003REQ010
563;true;10;true;off ;high ;false;REQ001REQ011REQ002
610;true;2;true;on ;low ;false;REQ004REQ003REQ010
630;true;3;true;on ;low ;false;
667;false;3;false;on ;low ;false;
707;true;3;true;on ;low ;false;
729;false;7;true;on ;low ;false;
764;false;6;false;on ;low ;false;
811;true;4;false;off ;low ;true;REQ005REQ009
851;false;0;false;off ;low ;true;
883;false;4;true;on ;low ;false;REQ006REQ010
933;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ008REQ011
969;false;0;true;on ;low ;false;REQ004REQ003REQ010
1009;false;5;false;on ;low ;false;
1057;true;11;false;off ;high ;false;REQ001REQ002REQ011
1092;true;5;false;on ;low ;false;REQ004REQ003REQ010
1126;true;7;true;on ;low ;false;
1142;true;8;true;on ;low ;false;
1185;false;3;true;on ;low ;false;
