TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
50;true;1;true;on ;low ;false;
67;true;6;true;on ;low ;false;
113;true;8;true;on ;low ;false;
151;false;3;false;on ;low ;false;
189;true;3;true;on ;low ;false;
226;true;11;false;off ;high ;false;REQ001REQ002REQ011
272;false;2;false;on ;low ;false;REQ004REQ003REQ010
297;false;11;true;off ;high ;false;REQ001REQ011REQ002
309;false;11;false;off ;high ;false;
351;true;7;true;on ;low ;false;REQ004REQ003REQ010
370;false;7;true;on ;low ;false;
387;false;11;false;off ;high ;false;REQ001REQ002REQ011
408;false;9;false;off ;permitted ;false;REQ004
418;true;2;false;off ;low ;true;REQ005REQ003
438;false;0;false;off ;low ;true;
454;false;7;false;off ;low ;true;
491;true;6;false;off ;low ;true;
525;true;2;false;off ;low ;true;
542;true;3;true;on ;low ;false;REQ006REQ010
573;true;3;true;on ;low ;false;
585;false;4;false;on ;low ;false;
625;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ007REQ011
671;true;7;false;on ;low ;false;REQ004REQ003REQ010
691;true;3;true;on ;low ;false;
738;false;1;false;on ;low ;false;
778;true;1;false;off ;low ;true;REQ005REQ009
789;false;0;false;off ;low ;true;
839;true;7;false;off ;low ;true;
860;true;8;false;off ;low ;true;
886;true;6;true;on ;low ;false;REQ006REQ010
920;true;4;false;on ;low ;false;
962;true;4;true;on ;low ;false;
992;true;8;false;on ;low ;false;
1039;true;3;true;on ;low ;false;
1086;false;6;true;on ;low ;false;
1102;false;10;true;off ;high ;false;REQ001REQ002REQ011
