TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
20;true;4;true;on ;low ;false;
63;true;7;false;on ;low ;false;
76;true;8;false;on ;low ;false;
89;true;10;false;off ;high ;false;REQ001REQ011REQ002
113;true;2;true;on ;low ;false;REQ004REQ003REQ010
124;false;6;false;on ;low ;false;
133;false;0;false;on ;low ;false;
175;true;0;true;on ;low ;false;
217;true;8;false;on ;low ;false;
238;false;2;true;on ;low ;false;
277;false;7;true;on ;low ;false;
294;false;0;false;on ;low ;false;
321;true;0;false;off ;low ;true;REQ005REQ009
371;true;9;false;off ;permitted ;true;REQ001
391;false;11;true;off ;high ;false;REQ006REQ002
426;false;6;false;on ;low ;false;REQ004REQ003REQ010
470;true;8;true;on ;low ;false;
501;true;3;true;on ;low ;false;
512;false;11;true;off ;high ;false;REQ001REQ002REQ011
556;true;7;true;on ;low ;false;REQ004REQ003REQ010
574;true;6;true;on ;low ;false;
620;false;2;false;on ;low ;false;
663;false;4;false;on ;low ;false;
675;false;2;true;on ;low ;false;
709;true;7;true;on ;low ;false;
752;false;10;false;off ;high ;false;REQ001REQ011REQ002
791;true;4;false;off ;low ;true;REQ004REQ005REQ003
825;false;9;true;off ;permitted ;false;REQ001REQ006
856;true;3;false;off ;low ;true;REQ005REQ003
895;false;1;false;off ;low ;true;
916;true;7;true;on ;low ;false;REQ006REQ010
932;true;6;false;on ;low ;false;
943;false;10;true;off ;high ;false;REQ001REQ011REQ002
991;false;8;false;on ;low ;false;REQ004REQ003REQ010
1003;false;11;true;off ;high ;false;REQ001REQ002REQ011
1052;true;0;true;on ;low ;false;REQ004REQ003REQ010
