TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
265;1;2;79;2;0;REQ012
539;1;2;79;2;0;
863;0;0;80;2;0;
1122;0;1;80;2;1;REQ010
1361;1;2;81;0;0;REQ007REQ012REQ004
1623;0;2;79;2;3;REQ017REQ001
1862;0;2;79;2;3;
2094;1;0;80;2;0;REQ012
2397;1;0;80;2;0;
2706;0;1;80;2;1;REQ010
2948;0;0;79;2;1;
3250;1;2;79;2;0;REQ012
3492;0;2;79;2;3;REQ017
3786;0;1;80;2;1;REQ010
4106;0;0;81;1;1;REQ007REQ002
4327;0;1;80;2;1;REQ010REQ001
4573;0;0;79;2;1;
4821;1;0;79;2;0;REQ012
5133;1;2;81;3;3;REQ004REQ014REQ003
5448;1;1;79;2;1;REQ013REQ001
5780;0;1;79;2;1;
6076;1;2;79;2;0;REQ012
6335;0;1;79;2;1;REQ010
6558;1;2;80;2;0;REQ012
6894;1;1;79;2;1;REQ013
