TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
25;false;false;true;false;2;REQ003
66;true;false;true;false;4;REQ005
106;false;false;true;false;2;REQ003
148;false;false;false;true;1;REQ002
175;false;false;true;true;0;REQ001
209;true;true;true;true;0;
243;false;true;false;true;5;REQ007
263;false;true;false;false;5;REQ007
282;true;true;false;true;5;REQ008
332;false;true;true;false;5;REQ007
348;true;true;false;false;5;REQ008
368;true;false;false;false;4;REQ005
388;false;true;false;false;5;REQ007
421;true;false;false;false;4;REQ005
454;false;true;false;false;5;REQ007
476;false;true;false;false;5;REQ007
498;true;true;true;false;5;REQ008
540;true;false;true;false;4;REQ005
568;true;true;true;true;4;REQ006
612;true;true;true;false;4;
642;true;false;true;true;4;REQ005
692;false;true;true;false;5;REQ007
709;true;true;false;true;5;REQ008
747;false;true;true;true;5;REQ007
779;false;true;false;false;5;REQ007
