TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
316;1;0;80;2;0;REQ012
618;0;2;80;2;3;REQ011
931;1;2;80;2;0;REQ012
1153;0;2;79;2;3;REQ017
1422;0;2;80;2;3;
1736;1;0;80;2;0;REQ012
2065;1;2;81;3;3;REQ004REQ014REQ003
2376;1;2;80;2;3;REQ001
2655;0;0;79;2;3;
2988;0;0;80;2;3;
3209;0;0;79;2;3;
3516;0;0;81;3;3;REQ003
3762;1;2;81;0;0;REQ012REQ004
4081;1;2;81;0;0;REQ004
4380;1;0;80;2;0;REQ001
4599;1;1;79;2;1;REQ013
4853;0;0;80;2;1;
5186;1;0;80;2;0;REQ012
5494;0;0;80;2;0;
5727;0;1;81;1;1;REQ004REQ010REQ002
5963;1;0;79;2;0;REQ001REQ012
6184;0;2;80;2;3;REQ011
6442;0;0;81;3;3;REQ008REQ003
6768;1;2;81;0;0;REQ012REQ004
7054;1;0;79;2;0;REQ001
