TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
34;false;true;true;false;5;REQ007
79;true;true;true;true;5;REQ008
128;false;false;false;true;1;REQ002
149;true;true;true;true;1;
172;false;true;false;false;5;REQ007
184;true;false;true;false;4;REQ005
208;true;true;true;true;4;REQ006
220;false;false;true;true;0;REQ001
233;false;false;false;true;1;REQ002
257;true;false;true;true;4;REQ005
300;false;true;true;false;5;REQ007
341;true;false;true;false;4;REQ005
362;true;false;false;false;4;REQ005
409;false;false;true;true;0;REQ001
438;true;true;false;false;0;
481;true;true;true;true;0;
523;false;true;false;true;5;REQ007
545;false;false;false;true;1;REQ002
571;true;false;false;false;4;REQ005
587;false;false;false;false;3;REQ004
632;true;true;false;false;3;
669;true;false;true;true;4;REQ005
682;true;true;false;true;4;REQ006
715;false;true;true;true;5;REQ007
757;false;false;true;false;2;REQ003
