TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
225;1;0;80;2;0;REQ012
522;0;2;81;3;3;REQ011REQ003
836;0;0;79;2;3;REQ001
1153;1;2;80;2;0;REQ012
1384;1;2;80;2;0;
1673;0;0;79;2;0;
1988;1;1;81;0;0;REQ004REQ012
2264;1;0;79;2;0;REQ001
2483;0;1;81;1;1;REQ010REQ002
2761;0;1;81;1;1;REQ002
3062;0;0;81;1;1;REQ002
3400;1;2;80;2;0;REQ001REQ012
3627;0;2;81;3;3;REQ009REQ004REQ017REQ003
3880;0;2;79;2;3;REQ001
4210;0;0;81;3;3;REQ008REQ003
4541;0;2;79;2;3;REQ011REQ001
4841;0;1;80;2;1;REQ010
5086;1;1;80;2;0;REQ012
5360;0;1;80;2;1;REQ016
5619;0;2;79;2;3;REQ011
5954;1;0;79;2;0;REQ012
6260;0;0;80;2;0;
6537;0;1;81;1;1;REQ004REQ010REQ002
6783;1;0;79;2;0;REQ012REQ001
7101;1;2;81;3;3;REQ009REQ004REQ014REQ003
