TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
30;false;false;false;false;3;REQ004
77;false;true;false;false;5;REQ007
104;false;true;false;true;5;REQ007
154;false;true;true;false;5;REQ007
165;false;true;true;true;5;REQ007
184;false;false;true;true;0;REQ001
198;false;false;false;false;3;REQ004
235;false;false;true;false;2;REQ003
278;false;true;false;false;5;REQ007
314;false;false;true;false;2;REQ003
352;false;false;false;false;3;REQ004
395;false;false;true;false;2;REQ003
430;false;true;true;true;5;REQ007
462;true;false;false;false;4;REQ005
512;false;true;false;true;5;REQ007
536;true;false;false;false;4;REQ005
551;false;false;false;false;3;REQ004
590;true;true;false;true;3;
610;true;false;true;false;4;REQ005
655;false;true;true;false;5;REQ007
682;true;true;true;true;5;REQ008
713;false;false;false;true;1;REQ002
761;false;false;false;false;3;REQ004
800;false;true;true;false;5;REQ007
847;true;false;false;true;4;REQ005
