TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
12;false;11;true;off ;high ;false;REQ001REQ011REQ002
35;false;4;true;on ;low ;false;REQ004REQ003REQ010
49;false;10;true;off ;high ;false;REQ001REQ002REQ011
70;true;2;false;off ;low ;true;REQ004REQ005REQ003
96;false;5;false;off ;low ;true;
135;true;2;true;on ;low ;false;REQ006REQ010
165;true;7;false;on ;low ;false;
183;true;6;true;on ;low ;false;
222;true;1;false;on ;low ;false;
266;true;9;true;off ;permitted ;false;REQ001REQ011
310;true;0;true;on ;low ;false;REQ003REQ010
342;true;4;false;on ;low ;false;
379;false;11;true;off ;high ;false;REQ001REQ011REQ002
420;false;4;true;on ;low ;false;REQ004REQ003REQ010
453;false;1;false;on ;low ;false;
492;true;6;true;on ;low ;false;
509;true;9;true;off ;permitted ;false;REQ001REQ011
550;true;1;true;on ;low ;false;REQ003REQ010
563;true;10;true;off ;high ;false;REQ001REQ011REQ002
611;true;3;false;on ;low ;false;REQ004REQ003REQ010
655;false;2;false;on ;low ;false;
701;true;1;true;on ;low ;false;
712;true;10;false;off ;high ;false;REQ001REQ002REQ011
754;false;10;true;off ;high ;false;
786;true;7;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
803;true;11;false;off ;high ;false;REQ001REQ002REQ008
840;true;3;true;on ;low ;false;REQ004REQ003REQ010
880;true;11;true;off ;high ;false;REQ001REQ011REQ002
931;false;7;true;on ;low ;false;REQ004REQ003REQ010
952;true;5;true;on ;low ;false;
982;true;5;true;on ;low ;false;
1027;true;0;true;on ;low ;false;
1069;false;3;false;on ;low ;false;
1082;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
1107;true;2;false;on ;low ;false;REQ004REQ003REQ010
1148;true;8;false;on ;low ;false;
