TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
48;false;0;false;on ;low ;false;
79;true;10;false;off ;high ;false;REQ001REQ005REQ002REQ007REQ011
100;false;7;false;on ;low ;false;REQ004REQ003REQ010
144;false;10;false;off ;high ;false;REQ001REQ011REQ002
182;false;0;true;on ;low ;false;REQ004REQ003REQ010
214;true;10;true;off ;high ;false;REQ001REQ002REQ011
238;true;7;false;on ;low ;false;REQ004REQ003REQ010
269;true;0;true;on ;low ;false;
288;false;7;false;on ;low ;false;
308;false;3;false;on ;low ;false;
351;true;0;true;on ;low ;false;
401;true;4;false;on ;low ;false;
447;true;9;true;off ;permitted ;false;REQ001REQ011
482;true;7;false;on ;low ;false;REQ003REQ010
531;false;6;true;on ;low ;false;
544;false;1;true;on ;low ;false;
572;true;7;false;off ;low ;true;REQ005REQ009
608;true;5;false;off ;low ;true;
654;false;5;false;off ;low ;true;
700;false;6;false;off ;low ;true;
747;true;11;true;off ;high ;false;REQ006REQ001REQ002
784;true;2;true;on ;low ;false;REQ004REQ003REQ010
827;true;11;true;off ;high ;false;REQ001REQ002REQ011
868;true;5;false;on ;low ;false;REQ004REQ003REQ010
901;false;9;true;off ;permitted ;false;REQ001REQ011
946;false;7;true;on ;low ;false;REQ003REQ010
974;false;9;false;off ;permitted ;false;REQ001REQ011
1004;true;11;false;off ;high ;false;REQ005REQ002REQ008
1035;false;8;false;on ;low ;false;REQ004REQ003REQ010
1081;false;0;true;on ;low ;false;
1103;true;4;false;off ;low ;true;REQ005REQ009
1136;false;6;true;on ;low ;false;REQ006REQ010
1152;false;8;false;on ;low ;false;
1163;true;1;true;on ;low ;false;
1186;false;8;false;on ;low ;false;
1226;false;2;false;on ;low ;false;
