TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
6;false;false;0;0;
9;false;true;0;0;
11;false;true;0;0;
13;false;false;0;0;
16;true;true;0;0;
19;true;true;0;0;
21;false;true;0;0;
24;true;true;0;0;
27;true;true;0;0;
30;true;false;0;0;
33;true;false;0;0;
35;true;false;0;0;
37;true;false;0;0;
40;true;true;0;0;
43;true;false;0;0;
45;false;true;0;0;
48;true;true;0;0;
51;true;true;0;0;
53;false;true;0;0;
55;false;false;0;0;
57;false;true;0;0;
60;true;false;0;0;
62;true;true;0;0;
64;false;true;0;0;
67;true;true;0;0;
70;true;true;0;0;
72;true;true;0;0;
75;false;true;0;0;
77;true;true;0;0;
79;false;false;0;0;
81;true;false;2;0;REQ003
