TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;false;false;false;false;3;REQ004
81;true;false;true;false;4;REQ005
94;true;true;false;true;4;REQ006
132;false;true;true;true;5;REQ007
182;true;true;false;true;5;REQ008
215;false;true;true;false;5;REQ007
254;true;false;true;false;4;REQ005
273;true;false;false;false;4;REQ005
319;true;true;false;false;4;REQ006
330;true;false;false;true;4;REQ005
377;false;false;true;false;2;REQ003
413;true;true;true;false;2;
436;true;false;false;true;4;REQ005
460;true;true;true;false;4;REQ006
478;true;true;false;true;4;
499;true;true;true;true;4;
531;false;true;false;true;5;REQ007
572;false;true;true;true;5;REQ007
589;false;true;true;false;5;REQ007
637;false;true;false;false;5;REQ007
657;false;true;false;false;5;REQ007
671;false;true;true;true;5;REQ007
710;true;false;false;true;4;REQ005
749;false;false;true;true;0;REQ001
767;true;true;false;true;0;
