TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
21;false;8;false;on ;low ;false;
53;true;11;false;off ;high ;false;REQ001REQ002REQ011
83;false;5;true;on ;low ;false;REQ004REQ003REQ010
131;false;5;true;on ;low ;false;
169;false;11;true;off ;high ;false;REQ001REQ002REQ011
192;false;4;false;on ;low ;false;REQ004REQ003REQ010
205;true;6;true;on ;low ;false;
244;false;3;false;on ;low ;false;
253;true;10;true;off ;high ;false;REQ001REQ011REQ002
304;true;9;false;off ;permitted ;false;REQ004
343;false;2;true;on ;low ;false;REQ003REQ010
390;false;3;false;on ;low ;false;
432;false;4;true;on ;low ;false;
482;false;9;false;off ;permitted ;false;REQ001REQ011
520;false;9;false;off ;permitted ;false;
565;false;6;true;on ;low ;false;REQ003REQ010
588;false;0;false;on ;low ;false;
631;true;3;false;off ;low ;true;REQ005REQ009
649;true;9;false;off ;permitted ;true;REQ001
680;true;8;true;on ;low ;false;REQ006REQ003REQ010
724;false;4;true;on ;low ;false;
751;false;2;true;on ;low ;false;
795;true;2;false;off ;low ;true;REQ005REQ009
833;false;6;false;off ;low ;true;
845;false;2;false;off ;low ;true;
872;false;3;false;off ;low ;true;
900;true;6;true;on ;low ;false;REQ006REQ010
920;false;10;false;off ;high ;false;REQ001REQ002REQ011
954;true;8;true;on ;low ;false;REQ004REQ003REQ010
973;true;7;false;on ;low ;false;
984;true;9;true;off ;permitted ;false;REQ001REQ011
1002;true;6;true;on ;low ;false;REQ003REQ010
1022;false;3;false;on ;low ;false;
1032;true;1;false;off ;low ;true;REQ005REQ009
1044;false;1;false;off ;low ;true;
1072;false;9;true;off ;permitted ;false;REQ001REQ006
