TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;true;0;0;
9;false;true;0;0;
11;false;true;0;0;
13;true;false;0;0;
16;false;true;0;0;
18;true;true;0;0;
20;false;false;0;0;
22;false;false;0;0;
25;true;true;0;0;
28;false;true;0;0;
30;true;false;0;0;
33;false;false;0;0;
36;true;false;2;0;REQ003
39;false;true;2;0;
42;false;true;2;0;
44;false;false;2;0;
46;false;true;2;0;
49;false;false;2;0;
52;true;false;2;0;
54;false;false;2;0;
57;true;false;2;0;
60;true;false;2;0;
63;false;false;2;0;
65;true;false;2;0;
67;true;true;0;0;REQ005REQ001
69;true;true;0;0;
72;true;true;0;0;
74;false;true;0;0;
76;false;true;0;0;
78;false;false;0;0;
81;true;false;3;0;REQ002
