TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
5;false;true;0;0;REQ001
7;true;false;0;0;
9;false;false;0;0;
11;false;true;0;0;
14;true;true;0;0;
16;true;false;0;0;
19;true;true;0;0;
22;true;true;0;0;
25;false;false;0;0;
27;false;false;0;0;
29;true;false;3;0;REQ002
31;true;true;3;0;
33;false;false;3;0;
36;false;true;3;0;
38;false;true;3;0;
41;false;false;1;1;REQ004
43;false;true;0;1;REQ001
46;false;true;0;1;
48;false;true;0;1;
51;false;false;0;1;
54;false;false;0;1;
56;true;true;0;1;
59;true;false;0;1;
62;true;true;0;1;
64;false;false;0;1;
67;false;false;0;1;
69;true;true;0;1;
71;true;false;0;1;
73;true;false;0;1;
75;true;false;0;1;
78;false;false;0;1;
