TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
260;1;2;79;2;0;REQ012
592;1;0;79;2;0;
907;0;0;81;0;0;REQ004
1217;1;2;80;2;0;REQ001REQ012
1450;0;0;79;2;0;
1723;1;1;81;0;0;REQ004REQ012
2028;0;2;81;3;3;REQ011REQ003
2366;0;2;80;2;3;REQ001
2672;0;0;79;2;3;
2972;0;2;80;2;3;REQ011
3223;0;2;79;2;3;
3538;1;2;80;2;0;REQ012
3800;0;0;79;2;0;
4092;1;2;80;2;0;REQ012
4379;1;2;81;0;0;REQ009REQ004
4619;1;1;79;2;1;REQ001REQ013
4908;1;1;79;2;1;
5200;0;0;81;1;1;REQ007REQ002
5448;0;2;79;2;3;REQ001REQ011
5774;0;1;81;1;1;REQ003REQ010REQ002
6085;1;0;79;2;0;REQ012REQ001
6345;0;1;80;2;1;REQ010
6662;1;2;80;2;0;REQ012
6914;1;1;79;2;1;REQ013
7207;1;2;81;3;3;REQ007REQ014REQ003
