TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;false;false;0;0;
6;true;true;0;0;
8;true;false;0;0;
11;true;false;0;0;
13;false;true;0;0;
16;true;false;0;0;
19;true;true;0;0;
22;true;false;0;0;
24;false;true;0;0;
27;true;false;0;0;
30;true;true;0;0;
32;true;false;0;0;
34;false;true;0;0;
36;true;false;0;0;
38;true;true;0;0;
41;false;true;0;0;
44;false;true;0;0;
47;true;true;0;0;
50;false;false;0;0;
52;true;true;0;0;
54;true;false;0;0;
56;true;false;0;0;
58;true;true;0;0;
61;false;false;0;0;
64;false;true;0;0;
66;false;true;0;0;
68;false;false;0;0;
70;false;true;0;0;
73;false;false;0;0;
76;true;false;2;0;REQ003
78;true;false;2;0;
