TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
5;false;false;1;0;
7;false;false;1;0;
10;false;false;1;0;
13;false;false;1;0;
15;false;true;0;0;REQ001
17;true;false;0;0;
20;true;false;0;0;
22;false;true;0;0;
25;false;true;0;0;
28;false;true;0;0;
30;true;false;0;0;
32;false;false;0;0;
34;false;true;0;0;
37;true;true;0;0;
39;true;true;0;0;
42;true;false;0;0;
44;false;false;0;0;
47;true;true;0;0;
50;false;true;0;0;
53;false;false;0;0;
55;false;false;0;0;
58;false;true;0;0;
61;false;false;0;0;
64;true;false;2;0;REQ003
67;true;false;2;0;
70;true;true;2;0;
72;true;true;2;0;
75;true;true;2;0;
77;true;true;2;0;
80;true;false;2;0;
83;false;false;2;0;
