TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
291;0;0;79;2;2;
623;0;1;80;2;1;REQ010
917;1;2;80;2;0;REQ012
1214;0;0;79;2;0;
1554;0;2;80;2;3;REQ011
1889;1;0;79;2;0;REQ012
2135;1;1;81;1;1;REQ013REQ002
2411;1;0;80;2;0;REQ015REQ001
2666;0;0;79;2;0;
3006;1;2;81;0;0;REQ012REQ004
3291;1;2;81;0;0;
3559;0;2;79;2;3;REQ017REQ001
3797;0;2;79;2;3;
4026;0;0;80;2;3;
4359;1;1;79;2;0;REQ012
4696;0;1;79;2;1;REQ016
5001;0;1;79;2;1;
5228;1;1;81;0;0;REQ012REQ004
5458;1;1;80;2;0;REQ001
5681;1;2;80;2;3;REQ014
5949;0;1;80;2;1;REQ010
6283;0;1;80;2;1;
6532;1;2;79;2;0;REQ012
6789;1;2;80;2;0;
7100;1;0;81;0;0;REQ009REQ004
