TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
307;1;2;79;2;0;REQ012
604;0;1;80;2;1;REQ010
911;1;1;79;2;0;REQ012
1165;0;2;80;2;3;REQ011
1488;0;1;79;2;1;REQ010
1756;1;1;80;2;0;REQ012
2073;0;2;80;2;3;REQ011
2327;0;1;81;1;1;REQ008REQ003REQ010REQ002
2616;1;1;81;0;0;REQ012REQ004
2836;0;0;79;2;0;REQ001
3095;0;0;80;2;0;
3331;1;0;79;2;0;REQ012
3630;1;2;79;2;3;REQ014
3956;0;2;81;3;3;REQ008REQ003
4261;1;2;79;2;0;REQ012REQ001
4576;1;1;80;2;1;REQ013
4905;1;0;81;0;0;REQ015REQ004
5235;0;0;80;2;0;REQ001
5494;0;2;80;2;3;REQ011
5784;1;1;80;2;0;REQ012
6094;0;2;81;3;3;REQ004REQ011REQ003
6357;1;0;81;0;0;REQ003REQ012REQ004
6586;0;2;80;2;3;REQ001REQ011
6824;1;0;79;2;0;REQ012
7073;1;0;80;2;0;
