TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
9;true;false;false;false;4;REQ005
45;false;false;false;false;3;REQ004
60;true;false;false;false;4;REQ005
109;true;true;false;true;4;REQ006
127;false;false;true;true;0;REQ001
142;true;false;true;true;4;REQ005
155;true;true;true;false;4;REQ006
179;true;true;false;true;4;
212;true;false;true;true;4;REQ005
240;true;true;false;false;4;REQ006
255;true;true;true;false;4;
272;true;true;true;false;4;
319;false;true;false;true;5;REQ007
340;false;false;true;true;0;REQ001
363;false;true;false;false;5;REQ007
399;false;true;true;false;5;REQ007
436;false;false;false;true;1;REQ002
467;true;true;false;true;1;
516;true;false;true;false;4;REQ005
555;false;true;true;false;5;REQ007
606;true;false;true;true;4;REQ005
624;true;false;true;true;4;REQ005
645;false;true;true;false;5;REQ007
662;true;true;false;true;5;REQ008
688;true;true;true;true;5;
