TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;false;0;0;
9;false;true;0;0;
11;true;false;0;0;
14;false;true;0;0;
17;false;true;0;0;
19;false;true;0;0;
22;true;true;0;0;
24;false;false;0;0;
27;true;true;0;0;
30;true;false;0;0;
32;false;true;0;0;
35;false;false;0;0;
38;false;false;0;0;
40;false;false;0;0;
42;true;true;0;0;
45;true;false;0;0;
48;true;false;0;0;
51;true;true;0;0;
53;false;false;0;0;
55;true;false;2;0;REQ003
58;true;true;2;0;
60;false;false;2;0;
62;false;true;2;0;
64;false;true;2;0;
67;true;true;2;0;
69;false;true;2;0;
72;false;false;2;0;
74;true;false;2;0;
77;true;false;2;0;
80;true;false;2;0;
82;false;true;2;0;
