TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
5;false;true;0;0;REQ001
7;true;true;0;0;
9;false;true;0;0;
11;true;true;0;0;
13;false;false;0;0;
16;false;false;0;0;
18;true;false;3;0;REQ002
20;true;true;3;0;
23;false;false;3;0;
26;false;false;3;0;
29;false;false;1;1;REQ004
31;false;true;0;1;REQ001
34;false;true;0;1;
36;false;true;0;1;
38;true;false;0;1;
41;true;true;0;1;
44;true;true;0;1;
46;true;false;0;1;
49;false;true;0;1;
51;true;true;0;1;
54;false;false;0;1;
56;false;true;0;1;
59;false;false;0;1;
62;false;true;0;1;
65;false;false;0;1;
67;true;false;2;1;REQ003
70;true;false;2;1;
72;true;false;2;1;
74;false;false;2;1;
76;true;false;2;1;
78;false;false;2;1;
