TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
289;1;0;79;2;0;REQ012
513;0;0;81;0;0;REQ004
799;1;1;80;2;0;REQ001REQ012
1049;0;1;81;1;1;REQ016REQ002
1301;0;0;79;2;1;REQ001
1541;0;0;79;2;1;
1807;0;2;81;3;3;REQ002REQ011REQ003
2097;1;0;79;2;0;REQ001REQ012
2336;1;0;80;2;0;
2657;1;1;81;1;1;REQ004REQ013REQ002
2923;1;0;80;2;0;REQ015REQ001
3190;0;2;80;2;3;REQ011
3490;0;0;81;3;3;REQ008REQ003
3782;0;2;81;3;3;REQ011
4115;0;0;79;2;3;REQ001
4391;1;2;80;2;0;REQ012
4689;1;0;80;2;0;
4952;0;1;81;1;1;REQ010REQ002
5244;0;2;80;2;3;REQ001REQ011
5506;1;1;81;0;0;REQ012REQ004
5796;1;0;79;2;0;REQ001
6113;1;0;79;2;0;
6380;1;0;80;2;0;
6663;1;1;79;2;1;REQ013
6965;1;1;80;2;1;
