TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
263;1;1;79;2;0;REQ012
562;1;1;79;2;0;
790;1;0;81;0;0;REQ004
1088;0;2;80;2;3;REQ011REQ001
1400;0;1;80;2;1;REQ010
1730;1;2;80;2;0;REQ012
2071;1;1;81;1;1;REQ013REQ002
2346;1;1;80;2;1;REQ001
2600;1;0;79;2;0;REQ015
2832;0;1;81;1;1;REQ004REQ010REQ002
3158;0;2;79;2;3;REQ001REQ011
3411;0;2;79;2;3;
3709;1;2;79;2;0;REQ012
4002;0;0;80;2;0;
4251;0;0;80;2;0;
4571;1;0;79;2;0;REQ012
4890;1;0;79;2;0;
5154;0;0;80;2;0;
5431;0;1;80;2;1;REQ010
5674;0;1;81;1;1;REQ007REQ002
5930;1;2;80;2;0;REQ001REQ012
6263;1;0;80;2;0;
6556;0;1;80;2;1;REQ010
6869;0;1;79;2;1;
7186;0;1;79;2;1;
