TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
227;0;0;81;2;2;REQ005
532;0;2;79;2;3;REQ001REQ011
847;1;0;81;0;0;REQ003REQ012REQ004
1169;1;2;79;2;3;REQ001REQ014
1390;1;2;80;2;3;
1642;1;0;79;2;0;REQ015
1907;0;0;79;2;0;
2213;1;0;80;2;0;REQ012
2536;1;2;79;2;3;REQ014
2786;1;1;81;1;1;REQ008REQ013REQ002
3120;0;1;80;2;1;REQ001
3430;0;0;80;2;1;
3652;1;0;80;2;0;REQ012
3919;1;1;80;2;1;REQ013
4220;0;2;81;3;3;REQ007REQ011REQ003
4542;1;0;79;2;0;REQ012REQ001
4843;1;2;81;3;3;REQ014REQ003
5154;0;1;80;2;1;REQ001REQ010
5383;1;2;81;0;0;REQ012REQ004
5706;0;2;81;3;3;REQ017REQ003
5973;0;1;80;2;1;REQ010REQ001
6221;0;1;80;2;1;
6463;0;1;81;1;1;REQ002
6728;1;0;79;2;0;REQ012REQ001
7033;0;0;81;0;0;REQ009REQ004
