TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
27;false;3;false;on ;low ;false;
43;false;2;false;on ;low ;false;
79;false;8;true;on ;low ;false;
129;true;10;true;off ;high ;false;REQ001REQ002REQ011
175;false;8;false;on ;low ;false;REQ004REQ003REQ010
209;true;11;false;off ;high ;false;REQ001REQ005REQ011REQ002REQ007
258;true;6;true;on ;low ;false;REQ004REQ003REQ010
304;false;3;false;on ;low ;false;
317;false;3;true;on ;low ;false;
347;false;6;false;on ;low ;false;
365;true;4;true;on ;low ;false;
405;true;5;false;on ;low ;false;
441;false;1;true;on ;low ;false;
451;true;9;true;off ;permitted ;false;REQ001REQ011
476;true;10;true;off ;high ;false;REQ002
496;true;10;false;off ;high ;false;
513;false;9;false;off ;permitted ;false;REQ004
553;true;9;true;off ;permitted ;false;
582;true;3;false;on ;low ;false;REQ003REQ010
621;false;7;true;on ;low ;false;
659;false;1;false;on ;low ;false;
685;true;8;false;off ;low ;true;REQ005REQ009
702;true;2;false;off ;low ;true;
747;false;1;false;off ;low ;true;
796;false;5;false;off ;low ;true;
837;true;4;false;off ;low ;true;
878;false;3;true;on ;low ;false;REQ006REQ010
917;false;10;true;off ;high ;false;REQ001REQ002REQ011
946;true;9;true;off ;permitted ;false;REQ004
996;false;0;false;on ;low ;false;REQ003REQ010
1042;true;2;false;off ;low ;true;REQ005REQ009
1064;true;4;true;on ;low ;false;REQ006REQ010
1095;true;10;false;off ;high ;false;REQ001REQ002REQ011
1145;true;11;true;off ;high ;false;
1169;false;7;true;on ;low ;false;REQ004REQ003REQ010
1208;true;9;false;off ;permitted ;true;REQ001REQ011REQ005
