TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
11;true;true;false;true;3;
59;false;true;false;false;5;REQ007
101;true;false;true;true;4;REQ005
148;false;false;false;true;1;REQ002
195;false;true;false;false;5;REQ007
214;true;true;false;false;5;REQ008
226;false;false;true;true;0;REQ001
251;true;true;false;false;0;
302;false;true;false;true;5;REQ007
347;true;true;true;false;5;REQ008
363;false;false;true;false;2;REQ003
378;true;false;true;false;4;REQ005
414;true;true;true;false;4;REQ006
449;false;true;true;false;5;REQ007
495;true;true;false;true;5;REQ008
525;true;false;false;false;4;REQ005
568;true;false;true;true;4;REQ005
599;false;false;false;false;3;REQ004
609;true;false;false;true;4;REQ005
650;true;true;false;false;4;REQ006
689;true;true;true;true;4;
726;false;true;false;true;5;REQ007
773;false;false;false;false;3;REQ004
783;true;false;true;false;4;REQ005
827;false;false;false;false;3;REQ004
