TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
27;false;false;false;false;3;REQ004
59;false;true;true;true;5;REQ007
85;false;false;false;true;1;REQ002
96;false;true;true;false;5;REQ007
139;false;true;false;false;5;REQ007
155;true;false;true;false;4;REQ005
202;false;false;true;true;0;REQ001
233;false;true;true;true;5;REQ007
267;false;false;true;true;0;REQ001
308;true;false;true;false;4;REQ005
328;false;true;false;true;5;REQ007
365;true;false;true;false;4;REQ005
406;false;true;true;true;5;REQ007
433;false;false;true;true;0;REQ001
464;false;true;false;false;5;REQ007
490;false;true;true;false;5;REQ007
506;true;false;true;true;4;REQ005
525;true;true;false;true;4;REQ006
549;true;true;false;true;4;
590;true;true;true;true;4;
616;false;true;false;true;5;REQ007
660;true;true;true;true;5;REQ008
677;false;true;false;false;5;REQ007
705;true;true;true;true;5;REQ008
744;false;true;true;false;5;REQ007
