TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;false;false;0;0;
7;true;false;3;0;REQ002
10;false;true;3;0;
12;false;true;3;0;
15;false;false;3;0;
18;true;true;0;1;REQ004REQ001
21;false;false;0;1;
24;true;true;0;1;
27;true;true;0;1;
29;false;false;0;1;
31;false;true;0;1;
33;true;false;0;1;
35;true;true;0;1;
37;true;true;0;1;
40;false;true;0;1;
43;true;true;0;1;
45;true;false;0;1;
47;false;true;0;1;
49;true;false;0;1;
51;true;true;0;1;
53;false;true;0;1;
55;true;false;0;1;
57;false;false;0;1;
59;false;false;0;1;
61;false;false;0;1;
64;true;true;0;1;
67;true;false;0;1;
70;false;false;0;1;
73;true;false;2;1;REQ003
76;false;true;2;1;
78;false;true;2;1;
