TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
243;0;1;80;2;1;REQ010
512;0;0;81;1;1;REQ002
832;0;0;80;2;1;REQ001
1082;1;0;80;2;0;REQ012
1347;1;0;80;2;0;
1679;0;0;81;0;0;REQ009REQ004
1959;1;2;80;2;0;REQ012REQ001
2209;0;2;81;3;3;REQ009REQ004REQ017REQ003
2458;0;1;80;2;1;REQ010REQ001
2697;0;1;81;1;1;REQ002
2948;0;2;80;2;3;REQ001REQ011
3213;1;1;81;0;0;REQ008REQ012REQ004
3435;0;2;81;3;3;REQ004REQ011REQ003
3670;0;1;79;2;1;REQ001REQ010
4005;1;1;80;2;0;REQ012
4343;0;0;80;2;0;
4589;1;2;80;2;0;REQ012
4842;1;2;80;2;0;
5074;1;2;81;0;0;REQ004
5357;0;2;80;2;3;REQ001REQ017
5619;1;2;79;2;0;REQ012
5924;1;0;80;2;0;
6223;0;2;79;2;3;REQ011
6542;1;0;80;2;0;REQ012
6783;1;1;80;2;1;REQ013
