TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;false;true;false;true;5;REQ007
87;true;true;false;false;5;REQ008
110;false;false;true;false;2;REQ003
146;false;false;true;false;2;REQ003
186;false;true;false;false;5;REQ007
232;true;false;true;true;4;REQ005
251;false;false;false;false;3;REQ004
287;true;true;false;false;3;
331;true;false;true;false;4;REQ005
360;false;false;false;true;1;REQ002
377;false;false;false;false;3;REQ004
425;false;true;true;false;5;REQ007
470;false;true;true;false;5;REQ007
518;false;true;true;true;5;REQ007
563;false;true;true;false;5;REQ007
599;false;false;true;true;0;REQ001
625;false;true;true;true;5;REQ007
644;true;false;false;true;4;REQ005
678;true;false;false;true;4;REQ005
701;false;true;true;true;5;REQ007
718;true;false;true;true;4;REQ005
766;false;true;true;false;5;REQ007
790;true;false;false;true;4;REQ005
815;false;true;true;true;5;REQ007
836;true;false;false;true;4;REQ005
