TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
16;true;1;false;off ;low ;true;REQ005REQ009
31;true;1;false;off ;low ;true;
66;false;1;false;off ;low ;true;
91;true;11;true;off ;high ;false;REQ001REQ006REQ002
134;true;3;false;on ;low ;false;REQ004REQ003REQ010
148;true;7;true;on ;low ;false;
193;true;10;false;off ;high ;false;REQ001REQ002REQ011
208;false;1;true;on ;low ;false;REQ004REQ003REQ010
227;true;2;false;off ;low ;true;REQ005REQ009
243;false;2;true;on ;low ;false;REQ006REQ010
264;false;7;false;on ;low ;false;
278;false;9;false;off ;permitted ;false;REQ001REQ011
322;false;0;false;on ;low ;false;REQ003REQ010
361;false;3;false;on ;low ;false;
370;false;0;false;on ;low ;false;
391;true;7;false;off ;low ;true;REQ005REQ009
432;true;2;true;on ;low ;false;REQ006REQ010
481;true;6;false;on ;low ;false;
525;false;4;true;on ;low ;false;
567;false;5;true;on ;low ;false;
576;true;7;true;on ;low ;false;
599;false;2;true;on ;low ;false;
650;true;5;false;off ;low ;true;REQ005REQ009
681;false;0;true;on ;low ;false;REQ006REQ010
720;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ011REQ008
746;false;0;false;on ;low ;false;REQ004REQ003REQ010
789;false;8;false;on ;low ;false;
807;false;8;true;on ;low ;false;
826;true;2;true;on ;low ;false;
860;false;10;false;off ;high ;false;REQ001REQ011REQ002
872;true;9;false;off ;permitted ;true;REQ004REQ005
906;false;2;false;off ;low ;true;REQ003
934;true;1;true;on ;low ;false;REQ006REQ010
978;false;6;true;on ;low ;false;
995;true;1;true;on ;low ;false;
1038;true;0;false;on ;low ;false;
