TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
35;false;false;true;false;2;REQ003
71;true;true;true;false;2;
103;false;false;true;false;2;REQ003
147;true;false;true;true;4;REQ005
164;true;false;true;false;4;REQ005
204;false;false;false;false;3;REQ004
225;false;false;false;true;1;REQ002
261;true;true;true;false;1;
297;true;true;true;false;1;
317;false;false;false;false;3;REQ004
361;true;true;true;true;3;
385;false;false;false;true;1;REQ002
397;true;false;false;true;4;REQ005
426;true;false;true;true;4;REQ005
460;false;false;false;false;3;REQ004
499;false;true;true;false;5;REQ007
516;false;false;false;true;1;REQ002
542;true;true;false;false;1;
557;false;true;true;false;5;REQ007
582;true;false;false;true;4;REQ005
632;false;true;false;false;5;REQ007
670;true;false;true;false;4;REQ005
721;false;true;true;true;5;REQ007
769;true;true;false;false;5;REQ008
817;true;true;true;true;5;
