TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
30;false;5;false;on ;low ;false;
39;true;5;true;on ;low ;false;
61;false;3;false;on ;low ;false;
100;true;7;false;off ;low ;true;REQ005REQ009
138;true;0;true;on ;low ;false;REQ006REQ010
180;false;6;false;on ;low ;false;
214;true;4;false;off ;low ;true;REQ005REQ009
248;true;6;true;on ;low ;false;REQ006REQ010
289;true;11;false;off ;high ;false;REQ001REQ011REQ002
309;true;11;false;off ;high ;false;
357;true;6;true;on ;low ;false;REQ004REQ003REQ010
395;false;11;true;off ;high ;false;REQ001REQ011REQ002
444;true;11;false;off ;high ;false;
458;true;9;true;off ;permitted ;false;REQ004
486;true;6;true;on ;low ;false;REQ003REQ010
507;true;8;true;on ;low ;false;
530;true;1;false;on ;low ;false;
563;true;1;true;on ;low ;false;
589;false;7;false;on ;low ;false;
632;false;5;true;on ;low ;false;
649;false;9;false;off ;permitted ;false;REQ001REQ011
683;true;8;false;off ;low ;true;REQ003REQ010REQ005REQ009
693;false;9;false;off ;permitted ;true;REQ001
708;true;6;true;on ;low ;false;REQ003REQ006REQ010
741;true;7;true;on ;low ;false;
784;false;4;false;on ;low ;false;
820;true;5;false;off ;low ;true;REQ005REQ009
865;true;7;true;on ;low ;false;REQ006REQ010
916;true;10;false;off ;high ;false;REQ001REQ011REQ002
937;false;5;true;on ;low ;false;REQ004REQ003REQ010
953;true;6;false;off ;low ;true;REQ005REQ009
1003;true;5;false;off ;low ;true;
1053;true;3;false;off ;low ;true;
1095;true;11;false;off ;high ;false;REQ001REQ002REQ008
1145;true;5;true;on ;low ;false;REQ004REQ003REQ010
1173;false;9;false;off ;permitted ;false;REQ001REQ011
