TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
38;false;6;false;on ;low ;false;
50;false;4;true;on ;low ;false;
78;false;9;false;off ;permitted ;false;REQ001REQ011
89;true;10;false;off ;high ;false;REQ002
117;false;9;true;off ;permitted ;false;REQ004
146;true;7;true;on ;low ;false;REQ003REQ010
193;true;5;true;on ;low ;false;
205;true;4;false;on ;low ;false;
254;false;4;true;on ;low ;false;
263;false;6;true;on ;low ;false;
298;false;9;false;off ;permitted ;false;REQ001REQ011
318;true;10;true;off ;high ;false;REQ002
346;true;0;true;on ;low ;false;REQ004REQ003REQ010
360;false;2;false;on ;low ;false;
399;true;11;false;off ;high ;false;REQ001REQ005REQ011REQ002REQ008
444;true;4;true;on ;low ;false;REQ004REQ003REQ010
476;false;2;true;on ;low ;false;
523;false;7;false;on ;low ;false;
560;false;4;false;on ;low ;false;
609;true;0;true;on ;low ;false;
659;false;5;true;on ;low ;false;
696;false;0;false;on ;low ;false;
721;true;11;true;off ;high ;false;REQ001REQ002REQ011
771;true;6;false;on ;low ;false;REQ004REQ003REQ010
811;false;8;true;on ;low ;false;
832;false;11;false;off ;high ;false;REQ001REQ002REQ011
861;false;1;false;on ;low ;false;REQ004REQ003REQ010
874;true;0;true;on ;low ;false;
906;true;10;false;off ;high ;false;REQ001REQ011REQ002
928;false;0;true;on ;low ;false;REQ004REQ003REQ010
944;false;11;false;off ;high ;false;REQ001REQ011REQ002
954;false;4;true;on ;low ;false;REQ004REQ003REQ010
997;false;4;true;on ;low ;false;
1012;false;3;false;on ;low ;false;
1035;false;3;true;on ;low ;false;
1056;true;10;true;off ;high ;false;REQ001REQ002REQ011
