TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
257;1;1;79;2;0;REQ012
590;1;1;79;2;0;
850;0;0;80;2;0;
1084;1;1;81;0;0;REQ004REQ012
1324;0;1;79;2;1;REQ016REQ001
1574;0;2;81;3;3;REQ007REQ002REQ011REQ003
1836;1;0;81;0;0;REQ003REQ012REQ004
2121;1;1;80;2;1;REQ013REQ001
2413;0;1;81;1;1;REQ002
2738;0;1;79;2;1;REQ001
2984;0;1;79;2;1;
3245;1;0;80;2;0;REQ012
3573;1;0;79;2;0;
3842;1;2;79;2;3;REQ014
4164;1;2;79;2;3;
4454;1;1;81;1;1;REQ008REQ003REQ013REQ002
4768;1;1;80;2;1;REQ001
4994;1;1;80;2;1;
5234;1;1;80;2;1;
5556;1;1;80;2;1;
5895;0;0;79;2;1;
6222;1;2;80;2;0;REQ012
6535;1;1;80;2;1;REQ013
6842;0;0;81;1;1;REQ002
7111;1;2;79;2;0;REQ012REQ001
