TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
11;false;false;false;true;1;REQ002
51;false;true;false;true;5;REQ007
85;false;false;true;true;0;REQ001
111;true;true;false;true;0;
150;true;false;false;true;4;REQ005
187;true;true;true;true;4;REQ006
237;false;true;false;true;5;REQ007
277;true;true;true;true;5;REQ008
304;true;false;false;false;4;REQ005
339;false;true;false;false;5;REQ007
375;false;true;false;true;5;REQ007
407;true;true;true;true;5;REQ008
452;false;false;false;true;1;REQ002
501;false;false;true;true;0;REQ001
551;false;false;false;true;1;REQ002
600;false;false;false;true;1;REQ002
635;true;false;false;false;4;REQ005
676;false;false;true;true;0;REQ001
689;true;true;false;true;0;
740;false;false;false;true;1;REQ002
788;true;true;true;false;1;
810;true;true;false;false;1;
823;false;false;true;true;0;REQ001
847;true;false;true;false;4;REQ005
870;true;false;false;false;4;REQ005
