TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
246;0;0;81;2;2;REQ005
561;1;0;79;2;0;REQ001REQ012
791;1;0;81;0;0;REQ004
1073;0;1;81;1;1;REQ004REQ010REQ002
1386;0;2;79;2;3;REQ001REQ011
1627;1;1;80;2;0;REQ012
1961;1;0;79;2;0;
2221;0;0;81;0;0;REQ009REQ004
2484;1;1;80;2;0;REQ012REQ001
2779;0;2;80;2;3;REQ011
3053;0;2;81;3;3;REQ008REQ003
3350;1;1;80;2;0;REQ001REQ012
3659;1;0;81;0;0;REQ004
3970;0;0;80;2;0;REQ001
4247;0;2;81;3;3;REQ004REQ011REQ003
4515;1;0;79;2;0;REQ012REQ001
4764;0;2;79;2;3;REQ011
5064;0;1;79;2;1;REQ010
5358;0;2;81;3;3;REQ002REQ011REQ003
5578;0;2;79;2;3;REQ001
5805;0;0;79;2;3;
6053;0;0;81;3;3;REQ003
6384;1;0;79;2;0;REQ012REQ001
6724;0;2;80;2;3;REQ011
7004;0;2;79;2;3;
