TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
5;false;false;0;0;
8;true;false;3;0;REQ002
11;false;true;3;0;
14;true;true;3;0;
16;false;true;3;0;
19;false;true;1;1;REQ004
22;false;false;1;1;
25;true;true;0;1;REQ001
27;false;true;0;1;
29;true;true;0;1;
31;false;false;0;1;
34;true;false;3;1;REQ002
37;true;true;3;1;
39;true;false;3;1;
42;false;false;3;1;
45;true;true;0;1;REQ004REQ001
48;true;false;0;1;
50;false;false;0;1;
53;false;false;0;1;
56;true;true;0;1;
59;false;false;0;1;
61;false;false;0;1;
64;true;true;0;1;
67;true;false;0;1;
69;false;true;0;1;
72;true;true;0;1;
74;true;true;0;1;
77;false;true;0;1;
80;true;false;0;1;
82;true;true;0;1;
85;true;true;0;1;
