TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
220;1;1;80;2;0;REQ012
454;1;1;80;2;0;
710;1;1;79;2;0;
995;0;0;80;2;0;
1223;0;2;79;2;3;REQ011
1449;0;0;79;2;3;
1727;1;2;81;0;0;REQ008REQ003REQ012REQ004
2045;0;2;79;2;3;REQ001REQ017
2310;1;1;81;0;0;REQ008REQ003REQ012REQ004
2587;1;2;79;2;3;REQ001REQ014
2872;1;2;79;2;3;
3151;0;1;79;2;1;REQ010
3418;0;1;81;1;1;REQ002
3723;1;1;79;2;0;REQ012REQ001
4033;0;0;80;2;0;
4272;0;1;79;2;1;REQ010
4524;1;1;81;0;0;REQ007REQ002REQ012REQ004
4798;0;0;79;2;0;REQ001
5079;1;0;80;2;0;REQ012
5334;0;2;81;3;3;REQ011REQ003
5670;0;1;81;1;1;REQ010REQ002
5965;1;0;80;2;0;REQ001REQ012
6293;1;2;80;2;3;REQ014
6632;0;2;80;2;3;
6852;1;0;79;2;0;REQ012
