TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
17;true;true;false;false;3;
40;true;true;false;true;3;
56;true;false;false;true;4;REQ005
103;false;false;true;true;0;REQ001
130;true;true;false;true;0;
147;true;true;true;true;0;
190;false;true;true;true;5;REQ007
209;true;false;false;false;4;REQ005
249;false;true;false;false;5;REQ007
279;false;true;true;false;5;REQ007
311;true;true;true;true;5;REQ008
345;true;true;false;false;5;
389;true;false;true;true;4;REQ005
419;true;true;true;true;4;REQ006
470;false;false;false;true;1;REQ002
501;true;true;true;false;1;
534;true;false;false;true;4;REQ005
579;true;true;true;false;4;REQ006
615;true;false;false;true;4;REQ005
635;true;false;true;true;4;REQ005
653;true;true;false;false;4;REQ006
677;false;true;false;false;5;REQ007
693;true;false;true;true;4;REQ005
709;false;true;true;false;5;REQ007
746;false;true;false;false;5;REQ007
