TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
21;true;false;false;false;4;REQ005
68;false;true;true;false;5;REQ007
114;false;false;true;false;2;REQ003
146;false;false;false;true;1;REQ002
192;false;true;true;true;5;REQ007
240;true;true;false;true;5;REQ008
271;true;false;true;false;4;REQ005
313;true;false;false;true;4;REQ005
329;true;false;false;true;4;REQ005
377;false;true;true;false;5;REQ007
421;false;false;false;true;1;REQ002
448;true;true;false;true;1;
493;true;false;false;false;4;REQ005
517;true;false;false;false;4;REQ005
554;true;true;false;true;4;REQ006
581;true;false;true;true;4;REQ005
598;true;false;true;true;4;REQ005
640;false;true;false;false;5;REQ007
672;false;false;false;true;1;REQ002
696;true;false;false;true;4;REQ005
743;true;false;false;true;4;REQ005
761;false;true;true;true;5;REQ007
776;false;false;true;true;0;REQ001
791;true;false;false;false;4;REQ005
830;false;false;true;true;0;REQ001
