TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
5;false;false;0;0;
8;true;false;3;0;REQ002
10;true;false;3;0;
12;false;true;3;0;
14;false;false;3;0;
16;false;true;3;0;
19;true;false;1;1;REQ004
21;true;true;0;1;REQ001
24;true;false;0;1;
26;true;true;0;1;
29;false;true;0;1;
31;false;false;0;1;
34;false;true;0;1;
36;false;false;0;1;
38;false;true;0;1;
40;false;false;0;1;
43;false;true;0;1;
46;true;true;0;1;
48;true;true;0;1;
51;true;true;0;1;
53;false;false;0;1;
56;true;true;0;1;
59;true;true;0;1;
62;true;false;0;1;
65;false;true;0;1;
67;false;false;0;1;
70;true;true;0;1;
72;true;false;0;1;
74;false;true;0;1;
76;true;false;0;1;
78;false;false;0;1;
