TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
26;false;10;false;off ;high ;false;REQ001REQ011REQ002
44;false;4;false;on ;low ;false;REQ004REQ003REQ010
75;false;5;false;on ;low ;false;
111;false;4;true;on ;low ;false;
146;false;3;true;on ;low ;false;
168;true;3;true;on ;low ;false;
218;false;11;false;off ;high ;false;REQ001REQ011REQ002
268;false;0;false;on ;low ;false;REQ004REQ003REQ010
292;false;0;false;on ;low ;false;
313;true;4;false;off ;low ;true;REQ005REQ009
341;false;8;true;on ;low ;false;REQ006REQ010
361;true;4;false;off ;low ;true;REQ005REQ009
390;true;10;false;off ;high ;false;REQ001REQ002REQ008
416;false;6;true;on ;low ;false;REQ004REQ003REQ010
450;true;10;false;off ;high ;false;REQ001REQ002REQ011
498;true;11;true;off ;high ;false;
529;true;4;false;on ;low ;false;REQ004REQ003REQ010
569;false;3;true;on ;low ;false;
581;true;4;false;off ;low ;true;REQ005REQ009
604;false;3;false;off ;low ;true;
623;true;1;true;on ;low ;false;REQ006REQ010
648;false;5;false;on ;low ;false;
679;true;5;false;off ;low ;true;REQ005REQ009
729;true;0;true;on ;low ;false;REQ006REQ010
744;true;8;false;on ;low ;false;
775;false;7;true;on ;low ;false;
810;false;10;true;off ;high ;false;REQ001REQ002REQ011
823;true;1;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
837;true;5;true;on ;low ;false;REQ006REQ010
872;true;0;false;on ;low ;false;
923;true;6;true;on ;low ;false;
965;true;9;true;off ;permitted ;false;REQ001REQ011
974;false;2;true;on ;low ;false;REQ003REQ010
1018;false;3;true;on ;low ;false;
1055;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
1065;false;10;false;off ;high ;false;
