TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
297;0;2;80;2;3;REQ011
582;1;1;81;0;0;REQ008REQ003REQ012REQ004
822;0;2;80;2;3;REQ001REQ011
1161;1;2;80;2;0;REQ012
1388;0;2;79;2;3;REQ017
1651;0;1;79;2;1;REQ010
1887;0;1;79;2;1;
2119;1;0;80;2;0;REQ012
2388;1;1;80;2;1;REQ013
2647;0;2;80;2;3;REQ011
2892;0;1;81;1;1;REQ008REQ003REQ010REQ002
3150;1;2;81;0;0;REQ012REQ004
3455;0;2;79;2;3;REQ017REQ001
3734;0;1;80;2;1;REQ010
4038;1;1;81;0;0;REQ012REQ004
4285;1;1;81;0;0;REQ004
4511;1;2;81;3;3;REQ014REQ003
4851;0;2;79;2;3;REQ001
5129;1;1;79;2;0;REQ012
5383;1;1;79;2;0;
5640;0;0;79;2;0;
5863;0;1;81;1;1;REQ004REQ010REQ002
6161;0;1;80;2;1;REQ001
6441;0;2;81;3;3;REQ007REQ011REQ003
6745;1;1;79;2;0;REQ001REQ012
