TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
6;true;false;1;0;
9;true;true;0;0;REQ001
12;true;true;0;0;
15;false;true;0;0;
18;false;false;0;0;
21;true;true;0;0;
23;true;true;0;0;
26;true;true;0;0;
29;false;false;0;0;
31;false;false;0;0;
33;false;false;0;0;
35;true;false;3;0;REQ002
37;true;true;3;0;
40;false;true;3;0;
43;false;false;3;0;
46;true;true;0;1;REQ004REQ001
48;false;false;0;1;
50;true;true;0;1;
53;false;false;0;1;
56;false;true;0;1;
59;true;true;0;1;
61;true;false;0;1;
64;true;true;0;1;
66;true;true;0;1;
69;false;true;0;1;
72;false;false;0;1;
74;false;false;0;1;
77;true;true;0;1;
80;true;false;0;1;
83;false;true;0;1;
86;true;true;0;1;
