TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
255;0;0;81;2;2;REQ005
509;0;1;79;2;1;REQ001REQ010
838;1;1;81;0;0;REQ002REQ012REQ004
1154;1;1;80;2;0;REQ001
1446;0;1;81;1;1;REQ009REQ016REQ002
1673;0;0;81;1;1;REQ002
1957;1;2;79;2;0;REQ001REQ012
2184;1;1;79;2;1;REQ013
2406;0;2;81;3;3;REQ011REQ003
2710;1;1;79;2;0;REQ001REQ012
2971;1;2;81;3;3;REQ004REQ014REQ003
3294;0;0;80;2;3;REQ001
3534;1;2;80;2;0;REQ012
3812;0;0;80;2;0;
4084;0;1;81;1;1;REQ004REQ010REQ002
4422;1;1;81;0;0;REQ012REQ004
4742;1;1;81;0;0;REQ004
5071;0;0;79;2;0;REQ001
5355;0;1;81;1;1;REQ010REQ002
5678;1;2;79;2;0;REQ012REQ001
5903;0;2;81;3;3;REQ017REQ003
6156;1;1;80;2;0;REQ012REQ001
6471;0;2;79;2;3;REQ011
6785;0;2;81;3;3;REQ008REQ003
7098;0;1;79;2;1;REQ010REQ001
