TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
262;1;0;79;2;0;REQ012
550;1;0;81;0;0;REQ004
811;0;0;80;2;0;REQ001
1117;1;0;80;2;0;REQ012
1430;0;0;79;2;0;
1729;0;2;80;2;3;REQ011
2000;1;1;81;0;0;REQ003REQ012REQ004
2339;0;2;79;2;3;REQ001REQ011
2581;1;0;79;2;0;REQ012
2917;1;1;80;2;1;REQ013
3151;0;0;80;2;1;
3428;0;1;80;2;1;REQ010
3705;1;2;80;2;0;REQ012
3965;1;1;79;2;1;REQ013
4269;1;1;81;1;1;REQ002
4595;1;2;81;3;3;REQ014REQ003
4828;0;1;80;2;1;REQ010REQ001
5125;0;1;81;1;1;REQ007REQ002
5394;1;0;80;2;0;REQ012REQ001
5715;1;1;79;2;1;REQ013
6046;0;2;81;3;3;REQ011REQ003
6283;0;2;80;2;3;REQ001
6529;0;2;79;2;3;
6791;0;0;81;3;3;REQ003
7075;1;0;80;2;0;REQ001REQ012
