TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
34;false;false;true;true;0;REQ001
82;true;false;true;true;4;REQ005
117;true;false;true;true;4;REQ005
153;true;true;false;true;4;REQ006
204;true;true;true;true;4;
253;true;false;true;true;4;REQ005
271;true;false;true;false;4;REQ005
300;true;false;true;false;4;REQ005
321;true;false;true;true;4;REQ005
372;false;true;false;true;5;REQ007
404;false;false;true;true;0;REQ001
430;false;false;false;false;3;REQ004
446;false;true;true;true;5;REQ007
458;true;true;true;false;5;REQ008
506;true;false;true;true;4;REQ005
556;true;true;false;false;4;REQ006
595;false;false;false;false;3;REQ004
607;false;false;true;false;2;REQ003
620;false;false;false;true;1;REQ002
630;true;true;true;false;1;
656;true;false;true;true;4;REQ005
705;true;false;false;false;4;REQ005
724;false;true;true;true;5;REQ007
746;false;true;false;false;5;REQ007
787;false;true;true;true;5;REQ007
