TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
243;1;1;80;2;0;REQ012
466;1;2;80;2;3;REQ014
750;1;0;80;2;0;REQ015
1048;1;0;81;0;0;REQ009REQ004
1284;0;1;81;1;1;REQ010REQ002
1549;1;2;81;0;0;REQ012REQ004
1810;0;1;79;2;1;REQ010REQ001
2094;1;0;81;0;0;REQ002REQ012REQ004
2314;0;1;79;2;1;REQ010REQ001
2583;0;1;79;2;1;
2910;1;2;81;0;0;REQ002REQ012REQ004
3129;1;2;80;2;0;REQ001
3430;1;2;81;0;0;REQ009REQ004
3701;0;1;81;1;1;REQ004REQ010REQ002
4006;1;2;80;2;0;REQ012REQ001
4274;0;1;80;2;1;REQ010
4553;0;0;79;2;1;
4786;0;0;79;2;1;
5016;1;2;80;2;0;REQ012
5322;0;2;80;2;3;REQ017
5631;1;2;81;0;0;REQ012REQ004
5945;0;1;81;1;1;REQ010REQ002
6243;1;2;80;2;0;REQ001REQ012
6493;0;2;81;3;3;REQ004REQ017REQ003
6814;0;0;81;3;3;REQ003
