TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;true;true;true;false;3;
79;true;false;true;false;4;REQ005
121;false;false;true;true;0;REQ001
145;false;true;true;false;5;REQ007
192;true;true;false;false;5;REQ008
201;true;false;true;false;4;REQ005
241;false;false;false;true;1;REQ002
255;false;false;false;false;3;REQ004
294;true;false;true;false;4;REQ005
306;false;false;false;true;1;REQ002
346;false;true;true;true;5;REQ007
359;true;false;true;false;4;REQ005
397;true;false;false;true;4;REQ005
421;false;true;true;false;5;REQ007
450;true;true;true;false;5;REQ008
494;false;false;true;false;2;REQ003
520;true;false;true;true;4;REQ005
539;true;true;false;true;4;REQ006
585;true;true;true;true;4;
627;true;true;true;false;4;
665;false;true;true;false;5;REQ007
692;true;false;true;false;4;REQ005
737;true;false;false;false;4;REQ005
787;true;false;false;false;4;REQ005
798;true;true;false;true;4;REQ006
