TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
17;true;false;true;false;4;REQ005
57;false;false;false;true;1;REQ002
68;false;true;false;true;5;REQ007
107;true;false;false;true;4;REQ005
143;true;true;true;false;4;REQ006
158;false;true;false;true;5;REQ007
184;true;false;false;true;4;REQ005
210;true;false;false;false;4;REQ005
259;true;true;true;false;4;REQ006
300;true;false;true;false;4;REQ005
347;false;false;false;true;1;REQ002
367;false;false;false;true;1;REQ002
399;true;false;false;false;4;REQ005
443;true;false;true;true;4;REQ005
478;true;true;false;true;4;REQ006
515;false;false;false;true;1;REQ002
541;true;true;true;false;1;
569;false;true;true;true;5;REQ007
618;false;true;false;false;5;REQ007
628;true;true;false;true;5;REQ008
662;false;false;true;true;0;REQ001
706;false;true;true;true;5;REQ007
722;false;true;true;true;5;REQ007
766;false;false;true;false;2;REQ003
781;false;true;false;true;5;REQ007
