TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;false;true;false;false;5;REQ007
65;false;false;true;true;0;REQ001
96;false;false;true;false;2;REQ003
115;false;true;true;true;5;REQ007
133;true;false;true;true;4;REQ005
154;false;true;true;false;5;REQ007
194;true;false;true;false;4;REQ005
220;true;true;false;true;4;REQ006
267;true;false;false;false;4;REQ005
304;false;false;false;true;1;REQ002
338;true;true;true;true;1;
377;true;false;true;false;4;REQ005
409;true;false;false;true;4;REQ005
442;true;true;true;true;4;REQ006
467;false;true;false;true;5;REQ007
491;false;false;true;true;0;REQ001
503;false;true;false;true;5;REQ007
513;false;true;false;false;5;REQ007
535;true;false;false;true;4;REQ005
580;true;false;false;false;4;REQ005
628;false;false;true;true;0;REQ001
663;true;true;true;false;0;
676;false;true;false;false;5;REQ007
693;true;true;true;false;5;REQ008
715;false;false;false;true;1;REQ002
