TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
292;0;0;79;2;2;
617;0;2;80;2;3;REQ011
951;0;0;80;2;3;
1204;1;0;80;2;0;REQ012
1463;1;1;80;2;1;REQ013
1690;0;1;79;2;1;
1953;1;1;80;2;0;REQ012
2181;0;0;80;2;0;
2411;0;0;81;0;0;REQ009REQ004
2673;0;2;80;2;3;REQ001REQ011
2991;0;1;81;1;1;REQ010REQ002
3302;0;2;81;3;3;REQ011REQ003
3557;1;1;81;0;0;REQ003REQ012REQ004
3887;0;1;80;2;1;REQ001REQ016
4164;1;0;81;0;0;REQ007REQ012REQ004
4482;1;2;79;2;3;REQ001REQ014
4796;0;2;79;2;3;
5052;0;1;81;1;1;REQ008REQ003REQ010REQ002
5321;1;1;79;2;0;REQ001REQ012
5560;0;1;81;1;1;REQ004REQ016REQ002
5883;1;2;81;0;0;REQ002REQ012REQ004
6183;1;0;79;2;0;REQ001
6414;0;0;81;0;0;REQ009REQ004
6704;0;2;81;3;3;REQ011REQ003
7019;0;2;79;2;3;REQ001
