TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
223;1;0;81;0;0;REQ005REQ012REQ004
558;0;0;80;2;0;REQ001
816;0;2;81;3;3;REQ009REQ011REQ003
1066;0;2;81;3;3;REQ003
1330;1;2;81;0;0;REQ012REQ004
1586;1;0;80;2;0;REQ001
1915;1;1;79;2;1;REQ013
2136;1;1;81;1;1;REQ007REQ002
2364;0;2;80;2;3;REQ001REQ011
2613;1;2;80;2;0;REQ012
2871;0;2;79;2;3;REQ017
3194;1;2;80;2;0;REQ012
3510;0;0;80;2;0;
3762;1;0;79;2;0;REQ012
3993;0;1;80;2;1;REQ010
4270;1;0;80;2;0;REQ012
4508;1;1;81;1;1;REQ004REQ013REQ002
4802;0;0;81;1;1;REQ002
5067;1;1;81;0;0;REQ002REQ012REQ004
5320;1;2;79;2;3;REQ014REQ001
5635;1;2;81;3;3;REQ008REQ003
5939;0;0;79;2;3;REQ001
6250;1;0;79;2;0;REQ012
6581;0;2;80;2;3;REQ011
6898;1;2;80;2;0;REQ012
