TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
25;false;false;true;true;0;REQ001
37;true;true;true;true;0;
66;false;false;true;false;2;REQ003
111;true;true;false;false;2;
121;false;false;false;false;3;REQ004
165;false;true;true;false;5;REQ007
215;false;true;false;false;5;REQ007
263;false;false;true;true;0;REQ001
314;true;true;false;true;0;
361;true;false;false;true;4;REQ005
395;true;false;true;true;4;REQ005
428;true;true;false;true;4;REQ006
467;true;false;true;true;4;REQ005
495;false;false;false;false;3;REQ004
524;true;true;false;false;3;
541;false;true;true;true;5;REQ007
572;false;true;true;false;5;REQ007
589;true;false;false;false;4;REQ005
625;true;false;true;true;4;REQ005
674;false;true;true;true;5;REQ007
685;true;true;false;true;5;REQ008
700;false;false;false;false;3;REQ004
732;false;false;false;false;3;REQ004
747;false;true;false;false;5;REQ007
757;true;true;true;false;5;REQ008
