TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;false;true;true;4;REQ005
34;true;true;true;false;4;REQ006
65;false;false;false;true;1;REQ002
111;false;true;true;false;5;REQ007
151;false;true;true;false;5;REQ007
162;true;true;false;false;5;REQ008
204;true;false;false;false;4;REQ005
255;false;true;false;true;5;REQ007
288;true;false;true;true;4;REQ005
323;false;false;true;false;2;REQ003
369;true;true;true;true;2;
400;true;true;true;true;2;
448;false;false;true;true;0;REQ001
486;false;true;true;false;5;REQ007
522;false;true;false;true;5;REQ007
572;false;false;false;true;1;REQ002
594;false;false;false;true;1;REQ002
626;false;true;true;false;5;REQ007
659;true;false;false;false;4;REQ005
709;true;false;false;true;4;REQ005
722;false;false;true;true;0;REQ001
749;true;false;true;true;4;REQ005
766;false;true;false;true;5;REQ007
785;true;true;true;false;5;REQ008
810;true;false;false;false;4;REQ005
