TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
235;0;0;81;2;2;REQ005
474;1;1;80;2;0;REQ012REQ001
731;0;0;80;2;0;
967;0;2;81;3;3;REQ011REQ003
1237;0;2;80;2;3;REQ001
1566;0;2;79;2;3;
1835;0;0;79;2;3;
2119;1;1;80;2;0;REQ012
2432;0;2;79;2;3;REQ011
2665;1;1;79;2;0;REQ012
2952;0;2;79;2;3;REQ011
3263;1;2;80;2;0;REQ012
3499;1;0;79;2;0;
3785;0;2;80;2;3;REQ011
4056;0;0;79;2;3;
4324;1;1;79;2;0;REQ012
4630;0;1;81;1;1;REQ004REQ016REQ002
4933;0;0;80;2;1;REQ001
5259;0;2;80;2;3;REQ011
5515;0;0;81;3;3;REQ003
5767;1;2;80;2;0;REQ012REQ001
6034;0;0;81;0;0;REQ004
6337;1;0;80;2;0;REQ012REQ001
6568;1;2;81;3;3;REQ014REQ003
6849;1;2;80;2;3;REQ001
