TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
11;false;4;false;on ;low ;false;
27;false;9;false;off ;permitted ;false;REQ001REQ011
61;false;8;true;on ;low ;false;REQ003REQ010
100;true;8;false;off ;low ;true;REQ005REQ009
123;true;5;false;off ;low ;true;
160;false;11;false;off ;high ;false;REQ001REQ002REQ007
174;true;6;false;off ;low ;true;REQ004REQ005REQ003
194;true;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
239;false;8;false;on ;low ;false;REQ003REQ010
252;true;7;true;on ;low ;false;
293;true;8;true;on ;low ;false;
305;true;7;false;on ;low ;false;
352;false;0;false;on ;low ;false;
371;true;3;true;on ;low ;false;
388;true;4;true;on ;low ;false;
409;true;9;false;off ;permitted ;false;REQ001REQ011
446;true;10;true;off ;high ;false;REQ002
496;false;7;true;on ;low ;false;REQ004REQ003REQ010
521;false;1;false;on ;low ;false;
555;true;8;false;off ;low ;true;REQ005REQ009
596;false;11;false;off ;high ;false;REQ001REQ002REQ008
633;false;9;true;off ;permitted ;false;REQ004
657;false;2;true;on ;low ;false;REQ003REQ010
704;false;2;true;on ;low ;false;
732;true;0;true;on ;low ;false;
743;false;4;true;on ;low ;false;
777;true;5;false;off ;low ;true;REQ005REQ009
825;true;9;false;off ;permitted ;true;REQ001
864;false;7;true;on ;low ;false;REQ003REQ006REQ010
876;false;3;true;on ;low ;false;
902;true;5;false;off ;low ;true;REQ005REQ009
932;true;2;false;off ;low ;true;
956;false;5;false;off ;low ;true;
988;false;11;false;off ;high ;false;REQ001REQ002REQ008
1030;false;8;true;on ;low ;false;REQ004REQ003REQ010
1044;false;9;false;off ;permitted ;false;REQ001REQ011
