TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
42;true;0;false;off ;low ;true;REQ005REQ009
92;false;2;false;off ;low ;true;
139;true;7;true;on ;low ;false;REQ006REQ010
165;true;11;false;off ;high ;false;REQ001REQ011REQ002
201;false;2;false;on ;low ;false;REQ004REQ003REQ010
219;true;8;true;on ;low ;false;
240;false;4;true;on ;low ;false;
255;true;3;false;off ;low ;true;REQ005REQ009
264;false;9;true;off ;permitted ;false;REQ001REQ006
298;false;6;true;on ;low ;false;REQ003REQ010
338;true;0;false;off ;low ;true;REQ005REQ009
350;true;8;false;off ;low ;true;
367;true;5;true;on ;low ;false;REQ006REQ010
404;true;3;true;on ;low ;false;
420;true;10;true;off ;high ;false;REQ001REQ002REQ011
434;false;7;false;on ;low ;false;REQ004REQ003REQ010
464;true;5;false;off ;low ;true;REQ005REQ009
485;true;6;false;off ;low ;true;
533;false;2;true;on ;low ;false;REQ006REQ010
581;true;8;false;off ;low ;true;REQ005REQ009
627;true;0;true;on ;low ;false;REQ006REQ010
667;true;3;true;on ;low ;false;
702;false;6;true;on ;low ;false;
753;true;11;false;off ;high ;false;REQ001REQ005REQ011REQ002REQ007
773;true;6;true;on ;low ;false;REQ004REQ003REQ010
824;true;3;true;on ;low ;false;
860;true;5;false;on ;low ;false;
894;false;0;false;on ;low ;false;
942;true;4;true;on ;low ;false;
986;true;8;true;on ;low ;false;
1009;false;10;true;off ;high ;false;REQ001REQ011REQ002
1046;false;0;false;on ;low ;false;REQ004REQ003REQ010
1059;false;3;false;on ;low ;false;
1085;false;3;true;on ;low ;false;
1108;false;4;true;on ;low ;false;
1131;false;7;true;on ;low ;false;
